sku,quantity,updated_timestamp,processing_timestamp
404828782087840,748,2024-03-04T19:27:56.803051,2024-03-04T19:27:56.809171
402567419897152,195,2024-03-21T19:27:56.803053,2024-03-10T19:27:56.809174
400642263361797,796,2024-03-10T19:27:56.803055,2024-03-20T19:27:56.809176
401849125359987,814,2024-02-27T19:27:56.803056,2024-03-06T19:27:56.809177
405999176745170,674,2024-03-03T19:27:56.803058,2024-03-16T19:27:56.809179
405957031606072,607,2024-03-25T19:27:56.803060,2024-03-14T19:27:56.809181
403304996209227,87,2024-03-15T19:27:56.803062,2024-03-24T19:27:56.809182
403457825473738,280,2024-03-01T19:27:56.803064,2024-03-12T19:27:56.809185
403426365235681,319,2024-03-09T19:27:56.803066,2024-03-07T19:27:56.809186
402984198778809,450,2024-02-29T19:27:56.803067,2024-03-02T19:27:56.809188
402241656222490,939,2024-03-11T19:27:56.803069,2024-03-19T19:27:56.809190
400614086687228,168,2024-03-24T19:27:56.803071,2024-02-27T19:27:56.809191
405407752884330,78,2024-03-21T19:27:56.803073,2024-03-06T19:27:56.809194
403018692812682,392,2024-03-23T19:27:56.803074,2024-03-03T19:27:56.809197
401149302080228,90,2024-03-02T19:27:56.803076,2024-03-10T19:27:56.809225
400675211157371,477,2024-03-02T19:27:56.803078,2024-03-11T19:27:56.809232
400637370014117,194,2024-03-08T19:27:56.803080,2024-03-14T19:27:56.809234
405004895686435,636,2024-03-04T19:27:56.803082,2024-03-07T19:27:56.809237
404417465783543,975,2024-03-07T19:27:56.803083,2024-03-25T19:27:56.809238
400367122615727,379,2024-03-26T19:27:56.803085,2024-03-25T19:27:56.809240
405989254975419,679,2024-03-15T19:27:56.803087,2024-03-13T19:27:56.809242
405892508680143,302,2024-03-01T19:27:56.803089,2024-03-27T19:27:56.809244
403503274507676,131,2024-02-27T19:27:56.803090,2024-02-29T19:27:56.809245
400717036477128,315,2024-03-12T19:27:56.803092,2024-03-05T19:27:56.809248
405941715650539,515,2024-03-13T19:27:56.803094,2024-03-02T19:27:56.809251
401332429296085,130,2024-03-18T19:27:56.803096,2024-03-01T19:27:56.809254
404164250745864,79,2024-03-26T19:27:56.803097,2024-03-10T19:27:56.809257
403013359440850,226,2024-03-07T19:27:56.803099,2024-03-21T19:27:56.809260
405504450871991,384,2024-03-18T19:27:56.803101,2024-03-20T19:27:56.809263
404461435294586,912,2024-03-08T19:27:56.803102,2024-03-01T19:27:56.809266
405572528531073,297,2024-03-03T19:27:56.803104,2024-03-13T19:27:56.809269
405586218748458,211,2024-03-15T19:27:56.803106,2024-03-12T19:27:56.809273
400170994252209,385,2024-02-29T19:27:56.803108,2024-03-05T19:27:56.809276
401586133501423,62,2024-03-10T19:27:56.803109,2024-03-12T19:27:56.809279
403147617193938,341,2024-03-08T19:27:56.803111,2024-03-20T19:27:56.809282
400131429411462,666,2024-02-26T19:27:56.803113,2024-03-06T19:27:56.809285
404288719542330,481,2024-03-10T19:27:56.803115,2024-03-25T19:27:56.809288
401213602144372,736,2024-03-06T19:27:56.803116,2024-03-26T19:27:56.809291
401361561128514,575,2024-03-19T19:27:56.803118,2024-03-23T19:27:56.809300
405939170598444,571,2024-03-24T19:27:56.803120,2024-02-27T19:27:56.809303
403499371005725,988,2024-03-04T19:27:56.803122,2024-03-05T19:27:56.809306
403257533682132,625,2024-03-03T19:27:56.803123,2024-03-14T19:27:56.809309
402762775167388,756,2024-03-06T19:27:56.803125,2024-03-14T19:27:56.809311
405995022929036,713,2024-03-08T19:27:56.803127,2024-03-06T19:27:56.809314
405359722924174,508,2024-03-21T19:27:56.803129,2024-03-17T19:27:56.809317
405375338585522,165,2024-03-15T19:27:56.803131,2024-03-02T19:27:56.809319
403279678226132,226,2024-03-09T19:27:56.803132,2024-03-04T19:27:56.809322
405412127390710,732,2024-03-13T19:27:56.803134,2024-02-26T19:27:56.809326
402173029257758,378,2024-03-23T19:27:56.803136,2024-03-27T19:27:56.809329
404210845281923,705,2024-03-25T19:27:56.803138,2024-03-13T19:27:56.809331
402955404602105,17,2024-03-17T19:27:56.803139,2024-03-13T19:27:56.809334
405597352560875,651,2024-03-01T19:27:56.803141,2024-02-29T19:27:56.809336
400777510460391,282,2024-03-17T19:27:56.803143,2024-02-26T19:27:56.809339
404106941229834,110,2024-02-27T19:27:56.803144,2024-03-09T19:27:56.809342
400643514563803,914,2024-03-17T19:27:56.803146,2024-02-28T19:27:56.809345
402048120670994,813,2024-02-27T19:27:56.803148,2024-03-08T19:27:56.809347
404407200794535,797,2024-03-21T19:27:56.803149,2024-03-12T19:27:56.809350
404319533233790,655,2024-03-13T19:27:56.803151,2024-03-17T19:27:56.809353
402919398198415,927,2024-03-01T19:27:56.803153,2024-02-29T19:27:56.809355
400770920452210,274,2024-03-03T19:27:56.803155,2024-03-04T19:27:56.809359
403374166079206,819,2024-03-10T19:27:56.803156,2024-02-26T19:27:56.809362
402749067949189,556,2024-03-03T19:27:56.803158,2024-03-19T19:27:56.809365
404447851434014,560,2024-03-04T19:27:56.803160,2024-03-16T19:27:56.809368
404645564519605,49,2024-03-21T19:27:56.803162,2024-03-22T19:27:56.809371
405290317875137,100,2024-03-13T19:27:56.803164,2024-03-05T19:27:56.809374
401707975610949,588,2024-03-11T19:27:56.803165,2024-03-27T19:27:56.809377
404459778961246,571,2024-03-15T19:27:56.803167,2024-03-07T19:27:56.809380
400296505860973,351,2024-03-23T19:27:56.803169,2024-03-03T19:27:56.809383
403237099599716,225,2024-02-29T19:27:56.803172,2024-03-08T19:27:56.809385
402452675776093,848,2024-03-08T19:27:56.803175,2024-03-17T19:27:56.809388
404987573103235,680,2024-03-21T19:27:56.803179,2024-02-26T19:27:56.809391
402604273207431,88,2024-03-15T19:27:56.803182,2024-03-27T19:27:56.809395
402227182547228,706,2024-03-04T19:27:56.803185,2024-03-06T19:27:56.809397
402488037509572,423,2024-03-26T19:27:56.803188,2024-03-14T19:27:56.809400
400851395438560,600,2024-03-02T19:27:56.803191,2024-03-16T19:27:56.809403
400852570682003,37,2024-03-14T19:27:56.803194,2024-03-20T19:27:56.809405
405581614456307,799,2024-03-12T19:27:56.803197,2024-03-12T19:27:56.809408
405102779874602,542,2024-03-26T19:27:56.803200,2024-03-08T19:27:56.809412
400392849802523,73,2024-03-04T19:27:56.803203,2024-03-02T19:27:56.809415
403458174848064,301,2024-03-18T19:27:56.803206,2024-03-21T19:27:56.809418
403547924155991,110,2024-03-09T19:27:56.803210,2024-03-12T19:27:56.809421
401303554055013,824,2024-03-24T19:27:56.803213,2024-03-15T19:27:56.809423
404510585898145,973,2024-03-25T19:27:56.803216,2024-02-26T19:27:56.809426
400323683790833,407,2024-03-03T19:27:56.803221,2024-03-15T19:27:56.809431
404565874092098,352,2024-03-01T19:27:56.803225,2024-03-02T19:27:56.809434
400957611794451,562,2024-03-09T19:27:56.803228,2024-03-07T19:27:56.809437
400309170678509,941,2024-03-25T19:27:56.803231,2024-03-18T19:27:56.809440
400779705758549,92,2024-03-10T19:27:56.803234,2024-03-11T19:27:56.809443
401596682276220,384,2024-03-05T19:27:56.803237,2024-03-03T19:27:56.809446
401450388423410,754,2024-03-01T19:27:56.803240,2024-03-12T19:27:56.809449
401771763105008,567,2024-03-10T19:27:56.803244,2024-03-09T19:27:56.809451
400125408613376,982,2024-03-14T19:27:56.803247,2024-03-20T19:27:56.809454
405765122387752,346,2024-03-26T19:27:56.803250,2024-03-02T19:27:56.809457
401493043015824,498,2024-03-03T19:27:56.803253,2024-03-01T19:27:56.809460
401342999228049,916,2024-03-23T19:27:56.803256,2024-03-23T19:27:56.809462
400725972147358,90,2024-03-20T19:27:56.803259,2024-03-06T19:27:56.809465
403242091888733,284,2024-03-21T19:27:56.803263,2024-03-13T19:27:56.809468
403289319257045,672,2024-03-01T19:27:56.803266,2024-03-24T19:27:56.809471
402055217835800,288,2024-03-11T19:27:56.803269,2024-03-05T19:27:56.809474
402917097356719,352,2024-03-27T19:27:56.803272,2024-03-11T19:27:56.809477
401516418621373,542,2024-02-28T19:27:56.803276,2024-03-17T19:27:56.809480
404568591185798,917,2024-03-11T19:27:56.803279,2024-03-14T19:27:56.809484
405911402904845,609,2024-03-22T19:27:56.803282,2024-03-27T19:27:56.809487
403375367799997,523,2024-03-03T19:27:56.803287,2024-03-17T19:27:56.809492
403146470840645,716,2024-03-01T19:27:56.803290,2024-03-23T19:27:56.809495
400242516116814,261,2024-03-18T19:27:56.803294,2024-03-10T19:27:56.809498
400979805481919,794,2024-03-01T19:27:56.803297,2024-03-24T19:27:56.809501
402622745827427,112,2024-03-22T19:27:56.803300,2024-02-26T19:27:56.809504
405100916823795,469,2024-03-03T19:27:56.803304,2024-03-23T19:27:56.809506
402177752456814,438,2024-03-04T19:27:56.803307,2024-02-26T19:27:56.809509
400715059538023,463,2024-03-13T19:27:56.803310,2024-03-08T19:27:56.809512
404410558995990,454,2024-03-07T19:27:56.803313,2024-02-26T19:27:56.809515
404124756559060,191,2024-03-25T19:27:56.803316,2024-02-27T19:27:56.809518
405439940100935,411,2024-03-11T19:27:56.803319,2024-03-04T19:27:56.809521
404593164719997,833,2024-03-23T19:27:56.803322,2024-03-18T19:27:56.809524
400470672661591,631,2024-03-23T19:27:56.803325,2024-03-14T19:27:56.809527
400421966686782,755,2024-03-05T19:27:56.803328,2024-03-12T19:27:56.809530
404322069146573,232,2024-03-13T19:27:56.803331,2024-02-27T19:27:56.809533
405949019006913,672,2024-02-28T19:27:56.803334,2024-03-21T19:27:56.809536
405899882847898,88,2024-03-13T19:27:56.803337,2024-03-11T19:27:56.809539
400514826340785,201,2024-03-05T19:27:56.803342,2024-03-07T19:27:56.809542
403687140098810,905,2024-03-25T19:27:56.803346,2024-02-29T19:27:56.809544
401037240456722,973,2024-02-27T19:27:56.803349,2024-03-24T19:27:56.809546
400993220663360,455,2024-03-18T19:27:56.803352,2024-03-19T19:27:56.809547
400797571230019,749,2024-03-13T19:27:56.803355,2024-03-18T19:27:56.809549
405730956695255,327,2024-03-08T19:27:56.803358,2024-03-10T19:27:56.809551
402528351187032,955,2024-03-06T19:27:56.803361,2024-03-15T19:27:56.809552
403635482455065,336,2024-03-27T19:27:56.803366,2024-03-04T19:27:56.809555
402649575168141,218,2024-02-26T19:27:56.803369,2024-03-12T19:27:56.809557
402376937412966,911,2024-03-10T19:27:56.803373,2024-03-27T19:27:56.809558
403729687172220,454,2024-02-29T19:27:56.803376,2024-03-26T19:27:56.809560
405245187567922,664,2024-02-27T19:27:56.803379,2024-03-22T19:27:56.809561
400245103860337,350,2024-03-14T19:27:56.803383,2024-02-29T19:27:56.809563
404573304514966,254,2024-03-14T19:27:56.803386,2024-02-27T19:27:56.809565
400905768151480,933,2024-03-14T19:27:56.803389,2024-03-19T19:27:56.809566
404109529331537,550,2024-03-25T19:27:56.803393,2024-03-22T19:27:56.809568
400691829253393,295,2024-03-08T19:27:56.803395,2024-03-02T19:27:56.809570
401425627873787,914,2024-03-13T19:27:56.803397,2024-03-20T19:27:56.809571
403925888367743,758,2024-03-08T19:27:56.803399,2024-03-13T19:27:56.809573
400741257006236,374,2024-03-20T19:27:56.803400,2024-02-27T19:27:56.809574
401802639577688,42,2024-03-08T19:27:56.803402,2024-03-23T19:27:56.809576
405157199238822,974,2024-03-01T19:27:56.803404,2024-03-23T19:27:56.809578
404353086182242,150,2024-02-26T19:27:56.803405,2024-03-26T19:27:56.809579
405464223087801,627,2024-03-21T19:27:56.803407,2024-02-28T19:27:56.809581
400662044403249,882,2024-03-04T19:27:56.803409,2024-03-04T19:27:56.809583
404287218408318,798,2024-03-21T19:27:56.803410,2024-03-20T19:27:56.809584
404483084812124,405,2024-03-26T19:27:56.803412,2024-02-29T19:27:56.809586
405302479582463,999,2024-03-26T19:27:56.803414,2024-03-11T19:27:56.809587
402643845802048,162,2024-03-20T19:27:56.803415,2024-03-25T19:27:56.809589
404496154551340,847,2024-03-16T19:27:56.803417,2024-03-16T19:27:56.809591
404207078373931,730,2024-03-11T19:27:56.803418,2024-03-12T19:27:56.809592
403260766409331,628,2024-03-13T19:27:56.803423,2024-03-25T19:27:56.809594
404511708508149,749,2024-03-02T19:27:56.803424,2024-03-19T19:27:56.809595
403557882728341,122,2024-03-11T19:27:56.803426,2024-03-16T19:27:56.809597
400947116559797,431,2024-03-25T19:27:56.803428,2024-03-25T19:27:56.809599
405926074803276,973,2024-03-19T19:27:56.803432,2024-02-27T19:27:56.809601
401866175761060,728,2024-03-14T19:27:56.803435,2024-03-27T19:27:56.809603
401349074888564,353,2024-03-13T19:27:56.803439,2024-03-10T19:27:56.809604
402249208787747,887,2024-03-04T19:27:56.803441,2024-03-01T19:27:56.809606
400007826026385,254,2024-03-01T19:27:56.803444,2024-03-01T19:27:56.809607
401687631377085,768,2024-03-01T19:27:56.803448,2024-03-27T19:27:56.809609
405637969078772,745,2024-03-03T19:27:56.803450,2024-03-14T19:27:56.809610
401182006375021,206,2024-03-25T19:27:56.803458,2024-02-27T19:27:56.809612
402200293429215,186,2024-03-18T19:27:56.803461,2024-02-27T19:27:56.809614
401983900646392,15,2024-03-03T19:27:56.803464,2024-03-21T19:27:56.809615
401204930850260,781,2024-02-27T19:27:56.803467,2024-03-27T19:27:56.809617
403687951404947,90,2024-03-24T19:27:56.803470,2024-03-21T19:27:56.809618
402511544917515,793,2024-03-04T19:27:56.803473,2024-03-18T19:27:56.809620
401891522287221,69,2024-03-06T19:27:56.803476,2024-03-03T19:27:56.809622
404852069786733,575,2024-03-27T19:27:56.803479,2024-03-07T19:27:56.809623
404127401097711,536,2024-03-10T19:27:56.803482,2024-03-01T19:27:56.809625
401804382926233,123,2024-03-27T19:27:56.803486,2024-03-09T19:27:56.809626
402390292483476,260,2024-03-22T19:27:56.803489,2024-03-04T19:27:56.809628
404354896577312,632,2024-02-29T19:27:56.803492,2024-03-09T19:27:56.809630
404026121740249,368,2024-03-04T19:27:56.803495,2024-03-19T19:27:56.809631
405304569722349,97,2024-03-12T19:27:56.803499,2024-03-05T19:27:56.809633
403418142985291,396,2024-03-18T19:27:56.803502,2024-03-08T19:27:56.809634
402083302521812,744,2024-03-09T19:27:56.803505,2024-03-25T19:27:56.809636
400013921814223,321,2024-03-01T19:27:56.803507,2024-03-12T19:27:56.809637
402952968382008,738,2024-02-28T19:27:56.803509,2024-03-12T19:27:56.809639
400847530844033,347,2024-03-25T19:27:56.803510,2024-03-01T19:27:56.809641
404863303518897,334,2024-03-26T19:27:56.803512,2024-03-22T19:27:56.809642
403886899540990,511,2024-03-14T19:27:56.803513,2024-03-23T19:27:56.809644
403479677057597,358,2024-03-19T19:27:56.803515,2024-03-14T19:27:56.809645
402846104960940,64,2024-03-03T19:27:56.803517,2024-03-16T19:27:56.809647
402790174566989,117,2024-03-08T19:27:56.803518,2024-03-01T19:27:56.809649
400838609746307,106,2024-03-16T19:27:56.803520,2024-03-25T19:27:56.809650
404828289403146,389,2024-03-23T19:27:56.803523,2024-03-15T19:27:56.809653
405223005805670,281,2024-03-11T19:27:56.803524,2024-03-14T19:27:56.809654
400201237025782,838,2024-03-08T19:27:56.803526,2024-03-03T19:27:56.809656
403364420457238,874,2024-03-20T19:27:56.803527,2024-03-16T19:27:56.809658
404504361216328,610,2024-03-20T19:27:56.803529,2024-02-27T19:27:56.809660
402353611161409,323,2024-03-17T19:27:56.803531,2024-03-10T19:27:56.809663
405740127150664,833,2024-03-10T19:27:56.803532,2024-02-28T19:27:56.809666
405060882513816,742,2024-03-13T19:27:56.803534,2024-03-11T19:27:56.809669
404571731712052,988,2024-03-08T19:27:56.803535,2024-03-05T19:27:56.809672
404961582064117,551,2024-03-07T19:27:56.803537,2024-03-26T19:27:56.809675
404213261808107,369,2024-03-24T19:27:56.803539,2024-02-29T19:27:56.809688
403010429263952,604,2024-03-25T19:27:56.803540,2024-03-10T19:27:56.809691
401298200602940,691,2024-03-19T19:27:56.803542,2024-03-01T19:27:56.809695
401319968252836,756,2024-03-17T19:27:56.803543,2024-03-08T19:27:56.809697
401430478595288,132,2024-03-15T19:27:56.803545,2024-03-01T19:27:56.809700
403439794523767,539,2024-03-23T19:27:56.803547,2024-03-27T19:27:56.809701
400333716236472,160,2024-03-15T19:27:56.803548,2024-03-06T19:27:56.809703
402085798213613,567,2024-03-12T19:27:56.803550,2024-03-27T19:27:56.809705
400952130948333,16,2024-03-10T19:27:56.803551,2024-03-01T19:27:56.809707
402805180919265,683,2024-03-11T19:27:56.803553,2024-03-06T19:27:56.809710
405307179001597,194,2024-03-22T19:27:56.803555,2024-03-06T19:27:56.809713
400396455241463,51,2024-03-17T19:27:56.803556,2024-03-27T19:27:56.809716
403198432343140,651,2024-03-10T19:27:56.803558,2024-03-16T19:27:56.809719
404476562983966,820,2024-03-27T19:27:56.803559,2024-03-27T19:27:56.809722
402232732006443,618,2024-03-06T19:27:56.803561,2024-02-26T19:27:56.809724
404653995699775,440,2024-03-24T19:27:56.803563,2024-03-27T19:27:56.809728
402639892516025,896,2024-02-28T19:27:56.803564,2024-03-14T19:27:56.809731
404938343402962,301,2024-03-16T19:27:56.803566,2024-03-02T19:27:56.809734
404397244317704,649,2024-03-21T19:27:56.803568,2024-03-19T19:27:56.809737
402613841417941,632,2024-03-11T19:27:56.803569,2024-02-29T19:27:56.809740
402077190444090,207,2024-03-13T19:27:56.803571,2024-03-10T19:27:56.809743
402561278317518,981,2024-02-27T19:27:56.803573,2024-02-26T19:27:56.809747
403362125483071,176,2024-03-22T19:27:56.803574,2024-03-16T19:27:56.809750
400191252144753,618,2024-03-01T19:27:56.803576,2024-03-24T19:27:56.809753
403854842972570,378,2024-03-22T19:27:56.803577,2024-03-09T19:27:56.809756
402301007236808,897,2024-03-21T19:27:56.803579,2024-03-05T19:27:56.809759
404016673836668,352,2024-03-03T19:27:56.803581,2024-03-01T19:27:56.809763
404289500056603,157,2024-03-06T19:27:56.803582,2024-03-16T19:27:56.809766
402826790775763,609,2024-03-15T19:27:56.803584,2024-03-08T19:27:56.809769
402681250066004,286,2024-03-08T19:27:56.803586,2024-03-22T19:27:56.809772
402194149280134,388,2024-03-05T19:27:56.803588,2024-03-20T19:27:56.809776
405106997880855,881,2024-03-04T19:27:56.803589,2024-03-01T19:27:56.809779
401206933785966,254,2024-03-04T19:27:56.803591,2024-03-04T19:27:56.809782
400577243098633,714,2024-03-13T19:27:56.803593,2024-03-23T19:27:56.809785
403045001254700,646,2024-03-07T19:27:56.803594,2024-03-09T19:27:56.809788
405229411240218,823,2024-03-09T19:27:56.803596,2024-02-27T19:27:56.809791
402958431635368,640,2024-02-28T19:27:56.803597,2024-03-10T19:27:56.809795
402424798104291,674,2024-03-02T19:27:56.803599,2024-03-24T19:27:56.809799
400627806765379,24,2024-03-21T19:27:56.803601,2024-03-19T19:27:56.809802
403891661330480,419,2024-03-27T19:27:56.803602,2024-03-18T19:27:56.809805
401379619237264,91,2024-02-29T19:27:56.803604,2024-03-02T19:27:56.809809
400851995845630,876,2024-03-16T19:27:56.803606,2024-03-02T19:27:56.809812
401534063956114,153,2024-03-24T19:27:56.803607,2024-02-26T19:27:56.809816
405645814220011,98,2024-03-17T19:27:56.803609,2024-03-18T19:27:56.809819
402649577739701,709,2024-03-09T19:27:56.803610,2024-02-27T19:27:56.809822
404878041064166,896,2024-03-08T19:27:56.803612,2024-03-14T19:27:56.809824
403741376458654,430,2024-03-23T19:27:56.803614,2024-03-24T19:27:56.809828
402767232791740,676,2024-03-17T19:27:56.803615,2024-03-22T19:27:56.809830
405582572634741,361,2024-03-26T19:27:56.803617,2024-03-02T19:27:56.809834
402523904863356,181,2024-03-01T19:27:56.803618,2024-03-08T19:27:56.809838
404766933542501,181,2024-03-27T19:27:56.803620,2024-03-21T19:27:56.809840
400490110134803,764,2024-03-19T19:27:56.803622,2024-03-16T19:27:56.809844
400272824773102,258,2024-03-10T19:27:56.803623,2024-03-01T19:27:56.809847
402237919805994,694,2024-03-22T19:27:56.803625,2024-03-14T19:27:56.809850
401962771106076,40,2024-02-26T19:27:56.803626,2024-03-20T19:27:56.809853
401122970105736,187,2024-03-19T19:27:56.803628,2024-03-10T19:27:56.809856
403129107726012,813,2024-03-21T19:27:56.803630,2024-03-01T19:27:56.809859
403097624757630,652,2024-03-14T19:27:56.803631,2024-02-26T19:27:56.809862
404215915121225,490,2024-03-05T19:27:56.803633,2024-03-22T19:27:56.809866
402207009096911,802,2024-03-24T19:27:56.803635,2024-03-09T19:27:56.809870
405860611157672,913,2024-03-15T19:27:56.803636,2024-03-23T19:27:56.809874
402935359793663,983,2024-03-19T19:27:56.803638,2024-03-10T19:27:56.809877
401866899433889,497,2024-03-02T19:27:56.803639,2024-03-19T19:27:56.809880
405914064186700,518,2024-03-26T19:27:56.803641,2024-03-16T19:27:56.809883
403867712891854,483,2024-03-23T19:27:56.803643,2024-03-25T19:27:56.809886
400688632784778,673,2024-03-03T19:27:56.803644,2024-03-20T19:27:56.809888
402325954640208,628,2024-03-21T19:27:56.803646,2024-03-17T19:27:56.809894
401622296053550,67,2024-03-08T19:27:56.803648,2024-02-28T19:27:56.809897
402534247618950,4,2024-03-02T19:27:56.803650,2024-03-14T19:27:56.809900
404752004660682,987,2024-03-19T19:27:56.803651,2024-03-11T19:27:56.809903
401539534797271,919,2024-02-26T19:27:56.803653,2024-03-17T19:27:56.809906
402869849472453,939,2024-03-06T19:27:56.803655,2024-03-13T19:27:56.809909
403644995492781,785,2024-03-19T19:27:56.803656,2024-03-11T19:27:56.809913
403537494639841,22,2024-03-06T19:27:56.803658,2024-03-12T19:27:56.809916
400855407233003,485,2024-03-25T19:27:56.803659,2024-03-13T19:27:56.809919
403240212477586,534,2024-03-15T19:27:56.803661,2024-03-05T19:27:56.809921
404983709631468,320,2024-03-06T19:27:56.803663,2024-03-19T19:27:56.809924
401431836298265,824,2024-03-23T19:27:56.803664,2024-03-08T19:27:56.809927
401850960471187,20,2024-02-29T19:27:56.803666,2024-03-23T19:27:56.809931
401655897811567,549,2024-03-01T19:27:56.803668,2024-03-25T19:27:56.809934
401544904753626,97,2024-02-26T19:27:56.803669,2024-03-03T19:27:56.809937
405199301061549,334,2024-03-15T19:27:56.803671,2024-02-27T19:27:56.809940
403592408390683,606,2024-03-20T19:27:56.803672,2024-03-15T19:27:56.809943
401107991063279,195,2024-03-04T19:27:56.803674,2024-03-24T19:27:56.809946
404521734185336,974,2024-03-18T19:27:56.803676,2024-02-29T19:27:56.809949
403851549083458,808,2024-02-29T19:27:56.803677,2024-03-08T19:27:56.809952
403541033329941,821,2024-03-20T19:27:56.803679,2024-03-08T19:27:56.809954
401113836094028,580,2024-03-18T19:27:56.803681,2024-03-01T19:27:56.809955
401554267976344,534,2024-03-02T19:27:56.803682,2024-03-09T19:27:56.809957
401272945360365,692,2024-03-06T19:27:56.803684,2024-02-26T19:27:56.809973
400323287609928,17,2024-03-20T19:27:56.803686,2024-02-26T19:27:56.809977
400244656198061,548,2024-03-17T19:27:56.803687,2024-03-20T19:27:56.809981
402831923354430,438,2024-03-24T19:27:56.803689,2024-03-21T19:27:56.809984
400706959168071,974,2024-02-27T19:27:56.803690,2024-03-15T19:27:56.809986
402878035133190,142,2024-02-26T19:27:56.803692,2024-03-13T19:27:56.809989
404780183939078,101,2024-03-13T19:27:56.803694,2024-03-03T19:27:56.809992
403102462283617,894,2024-03-18T19:27:56.803695,2024-02-27T19:27:56.809995
402208057642724,645,2024-03-23T19:27:56.803697,2024-03-21T19:27:56.809998
403890716893882,811,2024-03-03T19:27:56.803699,2024-03-16T19:27:56.810001
401358153677902,233,2024-03-11T19:27:56.803700,2024-03-26T19:27:56.810004
403646806091457,492,2024-03-24T19:27:56.803702,2024-03-24T19:27:56.810008
404142914039693,966,2024-02-28T19:27:56.803703,2024-03-09T19:27:56.810009
405651982194776,196,2024-02-28T19:27:56.803705,2024-02-26T19:27:56.810011
404169696132395,605,2024-03-17T19:27:56.803707,2024-03-27T19:27:56.810013
402627081094207,985,2024-03-11T19:27:56.803708,2024-03-06T19:27:56.810015
